date,cust_email,cust_location,product_id,product_quantity
2020-01-05,smuant@gmail.com,76812,TQFXX3RYOOBN,3
2020-01-05,smuant@gmail.com,76812,G25PWW2DP3UN,2
2020-01-05,floe@gmail.com,18649,9VKX2EJRFN5L,1
2020-01-05,floe@gmail.com,18649,JMXFRN4TUVJI,6
2020-01-05,floe@gmail.com,18649,WE688GRJ7U45,1
2020-01-05,stu@hotmail.com,54933,EU84N3GYBTMG,2
2020-01-05,stu@hotmail.com,54933,B3YABB3QXNE1,2
2020-01-05,stu@hotmail.com,54933,VUK79Z9ELN9Q,1
2020-01-05,troe@msn.com,97139,C2JMG2VOS2QD,1
2020-01-05,troe@msn.com,97139,V3WUJKXRW1NC,1
2020-01-05,troe@msn.com,97139,YDS89RZSPHRZ,1
2020-01-05,troe@msn.com,97139,5G12GYFMWTHB,1
2020-01-05,troe@msn.com,97139,536WYN0VAO77,3
2020-01-05,skiag@icloud.com,60857,M5XADGLHYIPO,1
2020-01-05,rund@gmail.com,93189,J8WXKWPKYVS7,2
2020-01-05,sook@inbox.com,26372,AVY2F6BKRMY0,1
2020-01-05,sook@inbox.com,26372,62S15EANO5C6,2
2020-01-05,sook@inbox.com,26372,9WO8MPJNGBRJ,4
2020-01-05,kenk@aol.com,03326,UQW2CRUIXGH8,3
2020-01-05,shyd@aol.com,48030,TRJUTP2KI0M4,1
2020-01-05,swoo@msn.com,76413,5IIVQ2N8EK8A,1
2020-01-05,swoo@msn.com,76413,PCZ7IEPWUYSU,1
2020-01-05,swoo@msn.com,76413,MQLI0NL26PEG,1
2020-01-05,swoo@msn.com,76413,T1CQCR51QDUD,1
2020-01-05,swoo@msn.com,76413,0ML1OKQGPF3I,1
2020-01-06,bei@aol.com,78771,U9RNT0T395L6,5
2020-01-06,bei@aol.com,78771,85YDYEZCQXLG,1
2020-01-06,bei@aol.com,78771,QNEXHF031O93,2
2020-01-06,bei@aol.com,78771,9B7WLDCT72SI,4
2020-01-06,guapt@hotmail.com,22323,C92W7SAD7EAZ,1
2020-01-06,guapt@hotmail.com,22323,FPXFWOMTVFEO,1
2020-01-06,guapt@hotmail.com,22323,A6YMB78JRSKL,3
2020-01-06,duet@yahoo.com,71062,5Z93RCGDFOMW,1
2020-01-06,duet@yahoo.com,71062,XG4X1SRE38UT,1
2020-01-06,duet@yahoo.com,71062,HVTM5MOTQHLJ,1
2020-01-06,duet@yahoo.com,71062,9KHOEOJOPTF5,2
2020-01-06,fro@outlook.com,86582,FEZV0AKYG7B1,1
2020-01-06,daand@hotmail.com,93189,CZJU89U3070N,1
2020-01-06,ve@live.com,55749,VFWE44BBGMYW,3
2020-01-06,ve@live.com,55749,NF42V0A8UGX1,1
2020-01-06,ve@live.com,55749,GJTYVYYW5LSA,1
2020-01-06,ve@live.com,55749,H1RCOJZDJ9IY,2
2020-01-06,kiask@aol.com,12589,TGBZW9YL8VUA,2
2020-01-06,mau@yahoo.com,28444,I6N048ICW5IA,2
2020-01-06,mau@yahoo.com,28444,5MKAONCEAWU1,1
2020-01-06,ply@inbox.com,54812,KEUUYRPGZR4W,2
2020-01-06,ply@inbox.com,54812,A4MYDMTJDFZ4,1
2020-01-06,ply@inbox.com,54812,F3JS264EZLXF,4
2020-01-06,ply@inbox.com,54812,S5VX689DKFAH,1
2020-01-06,ply@inbox.com,54812,TH4MF57R0F05,2
2020-01-06,ply@inbox.com,54812,O67EFFBTYQDO,1
2020-01-06,ply@inbox.com,54812,HFS8HKDMLXJS,3
2020-01-06,proaw@yahoo.com,08505,EZ83AFQZ9KQ8,1
2020-01-06,proaw@yahoo.com,08505,MJFZK4KMG3X8,3
2020-01-06,yuank@hotmail.com,16664,5ADNZ8YGDTTU,1
2020-01-06,crua@gmail.com,62643,676R0WFUSTIL,1
2020-01-06,crua@gmail.com,62643,U2BT73XAXGU2,1
2020-01-06,crua@gmail.com,62643,R0YRLIJHJ28P,1
2020-01-06,crua@gmail.com,62643,MQWIICLQS0RE,2
2020-01-06,zoi@yahoo.com,94652,E5FOHHNAAM78,1
2020-01-06,zoi@yahoo.com,94652,J8WXKWPKYVS7,1
2020-01-06,zoi@yahoo.com,94652,JOY1F4CMXKSD,2
2020-01-06,zoi@yahoo.com,94652,LAE2MQQN8M2Z,1
2020-01-06,braost@live.com,74025,1GHQPA00LRLG,1
2020-01-06,braost@live.com,74025,UBNHFFL21FPO,4
2020-01-06,braost@live.com,74025,OYKP55958E4E,2
2020-01-06,skunt@gmail.com,39583,QJ1A0NMMSI3O,1
2020-01-06,skunt@gmail.com,39583,HTZ1JHUFK5UA,1
2020-01-06,skunt@gmail.com,39583,F48MXCV98YDG,1
2020-01-06,skunt@gmail.com,39583,4ULXPG9N1W6X,6
2020-01-06,jiosp@gmail.com,81047,J3C7AP1P89CX,2
2020-01-06,jiosp@gmail.com,81047,NSFFL5ZJV6PN,2
2020-01-06,bryct@live.com,99538,39ZX97K3ZHJA,2
2020-01-06,bryct@live.com,99538,TM8XQWJFCOJ1,1
2020-01-06,bryct@live.com,99538,RW3NQPO7E4XI,1
2020-01-06,bryct@live.com,99538,C730X606K7F7,2
2020-01-06,bryct@live.com,99538,O6M1H6A5252T,2
2020-01-06,flooz@hotmail.com,56390,BZ12I0XDENQZ,2
2020-01-06,flooz@hotmail.com,56390,LGJST4Z2M8IQ,1
2020-01-06,yey@yahoo.com,47019,3IN9HGYD11WJ,2
2020-01-07,pou@yahoo.com,63319,V73AX94TFTF8,1
2020-01-07,strynd@hotmail.com,22581,K4CWGO1SFNAC,1
2020-01-07,strynd@hotmail.com,22581,TBDPC2DSSVY4,3
2020-01-07,jypt@gmail.com,78771,7447J94MZ916,3
2020-01-07,sai@hotmail.com,65140,J5SHWIHYTQ5M,1
2020-01-07,gloonk@aol.com,32812,IV51ZNH2UEEM,4
2020-01-07,stroi@inbox.com,40692,6ZZU2UQBRH90,1
2020-01-07,plo@mail.com,91560,8E7UB2FM2PSF,1
2020-01-07,plo@mail.com,91560,S1TX9FKYFL56,1
2020-01-07,plo@mail.com,91560,2ZM94BTFPLD2,1
2020-01-07,chiss@gmail.com,13139,HDAKRDCFS0SE,1
2020-01-07,chiss@gmail.com,13139,XZKTR1FVNVLC,1
2020-01-07,bruz@msn.com,93954,Z98N9U9RDUJF,2
2020-01-07,bia@gmail.com,74980,LR1GUN7L8ACL,2
2020-01-07,fui@yahoo.com,93026,0MM66MRUE4AQ,1
2020-01-07,fui@yahoo.com,93026,06G74TQWWDYG,2
2020-01-07,fui@yahoo.com,93026,E9JRGND2IWJB,3
2020-01-07,fui@yahoo.com,93026,GQESRQ5KB4VW,1
2020-01-07,fui@yahoo.com,93026,HIF5LYVC83Y2,4
2020-01-07,spai@outlook.com,79005,TU8Y1URQS07A,1
2020-01-07,hiew@gmail.com,70707,F4J1UEIAHBB7,1
2020-01-07,hiew@gmail.com,70707,Q1SWVJRZ7NEN,2
2020-01-07,vym@icloud.com,12982,ZH5DLXN8CGM0,1
2020-01-07,swasp@gmail.com,12800,LT8FYXJ2BFL6,1
2020-01-08,kaa@gmail.com,23360,6XKYN8XWSDZF,1
2020-01-08,kaa@gmail.com,23360,G603BKENWORH,3
2020-01-08,rund@gmail.com,93189,91KXX0DLT3JK,1
2020-01-08,rund@gmail.com,93189,EQ6ZY6GMDCLP,2
2020-01-08,rund@gmail.com,93189,TAMTNS7GL6M6,2
2020-01-08,vend@live.com,84882,MFAMNJNXASIO,1
2020-01-08,vend@live.com,84882,ZBFLU5L3MMAI,3
2020-01-08,vend@live.com,84882,N0TLLLL0CQR7,1
2020-01-08,vend@live.com,84882,GTJV6IN1HUC5,1
2020-01-08,snu@gmail.com,49796,IVTNZ423LA8Z,3
2020-01-08,snu@gmail.com,49796,CEPQNOM52WC0,5
2020-01-08,snu@gmail.com,49796,CUMENEE2EAX0,1
2020-01-08,sne@gmail.com,44969,HDFGABJUMY6W,1
2020-01-08,shue@gmail.com,02743,ISREJTGP6UHV,1
2020-01-08,shue@gmail.com,02743,7C3BGA872300,1
2020-01-08,gro@hotmail.com,77537,5BN481Q147NP,1
2020-01-08,smob@hotmail.com,04435,63DXBKL270EO,1
2020-01-08,smob@hotmail.com,04435,150TDBZTK6DI,1
2020-01-08,tuh@aol.com,06208,34NNG7R36R7Q,3
2020-01-08,snym@aol.com,57178,TQBUUTTUY9SA,1
2020-01-08,swond@outlook.com,13179,GTFYAXRGFR75,1
2020-01-08,roud@gmail.com,82733,0DHE41JG4ETQ,4
2020-01-08,roud@gmail.com,82733,RHA5V1KOWWD2,4
2020-01-08,tao@aol.com,76933,U6SVZ5WOY6C8,1
2020-01-08,baopt@hotmail.com,22581,75O43MF08X9G,1
2020-01-08,baopt@hotmail.com,22581,HK0SENW7W26J,1
2020-01-08,drob@hotmail.com,09116,L5ERQB08SLEN,2
2020-01-08,drob@hotmail.com,09116,U5NWGY3AZ2ZK,3
2020-01-08,drob@hotmail.com,09116,Z33QB1U9RXA4,2
2020-01-08,wask@live.com,47019,PVQFNGPPD6U9,1
2020-01-08,slyb@gmail.com,03090,WEZSGGA29DHI,1
2020-01-08,wav@yahoo.com,95340,1PBGX0XJQG0N,1
2020-01-08,wav@yahoo.com,95340,HS2HHVBF23WS,1
2020-01-09,ploct@msn.com,61479,9DCC32BELMCT,1
2020-01-09,ploct@msn.com,61479,12LS285SMDPZ,2
2020-01-09,ploct@msn.com,61479,2FABL16XLH5D,1
2020-01-09,ploct@msn.com,61479,T6V4UQVE9IYH,4
2020-01-09,ploct@msn.com,61479,IQAF5I9EO8GQ,1
2020-01-09,ploct@msn.com,61479,8CG43SZRKQHO,2
2020-01-09,ploct@msn.com,61479,4F1FJE7O6K50,1
2020-01-09,clei@yahoo.com,34027,3HSU3DUHCS2E,1
2020-01-09,clei@yahoo.com,34027,91FC7BDUH7HR,1
2020-01-09,clei@yahoo.com,34027,72QVIETM85ZT,4
2020-01-09,clee@gmail.com,10287,5G164SLE7CO7,3
2020-01-09,chee@aol.com,74098,FT26658UXIPT,2
2020-01-09,chee@aol.com,74098,LUHAUNIAMCY5,2
2020-01-09,chee@aol.com,74098,VWDF4YM6GS1J,4
2020-01-09,glaomp@icloud.com,70474,8ONUUCO2CWYZ,1
2020-01-09,glaomp@icloud.com,70474,F3V26T8Q7RVL,2
2020-01-09,breey@yahoo.com,51979,MNBJUTTELGAU,1
2020-01-09,breey@yahoo.com,51979,VSW4CLCGC18E,2
2020-01-09,pump@gmail.com,55819,YA1DIS44JL9I,1
2020-01-09,staang@aol.com,91537,LXGJ7PGZLRYN,1
2020-01-09,staang@aol.com,91537,JXIIX1M6Y2EZ,2
2020-01-09,staang@aol.com,91537,KX0U7ZMPETVI,1
2020-01-09,swog@msn.com,55816,RO509BA35OV5,1
2020-01-09,swog@msn.com,55816,8BI1H90Z2B7X,1
2020-01-09,swog@msn.com,55816,G46KA964G4WZ,3
2020-01-09,dimp@gmail.com,95906,YR1KNYT0XFOF,1
2020-01-09,prud@mail.com,37567,TPJTGM2W9XK3,1
2020-01-09,prud@mail.com,37567,0RTKNW0QW8H7,2
2020-01-09,prud@mail.com,37567,KAYVIB8H9N9I,3
2020-01-09,spuib@icloud.com,99196,C08G0JYCL6ZC,1
2020-01-09,priu@aol.com,91106,HLD38MH596GS,1
2020-01-09,priu@aol.com,91106,QO8O4MK34R9Y,2
2020-01-09,priu@aol.com,91106,37QFTE0B7IJO,2
2020-01-09,priu@aol.com,91106,MJFDOZ755B78,5
2020-01-09,priu@aol.com,91106,AD7MJVEKO56L,1
2020-01-10,bue@yahoo.com,08742,R34N3Q5ARHCN,3
2020-01-10,skeond@live.com,53606,1W27CT7NIVPT,1
2020-01-10,skeond@live.com,53606,7XQ74H5WVHVB,1
2020-01-10,cry@inbox.com,19267,E73PU4B2N9VW,1
2020-01-10,stipt@aol.com,30896,Z57YPE2J6USY,1
2020-01-10,spisk@yahoo.com,95074,IP3YWJJEKP0L,3
2020-01-10,spisk@yahoo.com,95074,9DYXTAEPPAW9,1
2020-01-10,spisk@yahoo.com,95074,LKZ17T4EQ0ZA,1
2020-01-10,spisk@yahoo.com,95074,9I2V2N2Y7T39,2
2020-01-10,raask@yahoo.com,45549,XT2OTVGKCICT,2
2020-01-10,smuit@gmail.com,27092,61QT3DPE3166,1
2020-01-10,smuit@gmail.com,27092,2B1JJU0I4MLT,1
2020-01-10,smuit@gmail.com,27092,3OM22550WYTN,3
2020-01-10,smuit@gmail.com,27092,NHVGA1UA82ED,1
2020-01-10,smuit@gmail.com,27092,XSZUPV3OMR9N,2
2020-01-10,blea@mail.com,85151,S0J4UZKEF1WA,3
2020-01-10,blea@mail.com,85151,0IUYSZMM8ERJ,3
2020-01-10,blea@mail.com,85151,FL2JJS95R2FH,2
2020-01-10,slosh@msn.com,98336,GD0P94HOXKJX,2
2020-01-10,slosh@msn.com,98336,WY943EF7L239,1
2020-01-10,slosh@msn.com,98336,DAAEDLXJDOV4,1
2020-01-10,swiey@outlook.com,08505,RV9IC4IIXPJ8,2
2020-01-10,swiey@outlook.com,08505,494UJPVMUKV8,2
2020-01-10,swiey@outlook.com,08505,Q7W13QYIJFP1,1
2020-01-10,draush@gmail.com,26222,1H480ZR2JDN7,4
2020-01-10,draush@gmail.com,26222,PXWZ6C0ZAFDM,1
2020-01-10,brie@yahoo.com,09116,CQS1E3PHYQOA,1
2020-01-10,brie@yahoo.com,09116,ZI8R7K130Q4U,1
2020-01-10,swuik@yahoo.com,54902,AADHJQ6YS2EW,1
2020-01-10,jimp@icloud.com,18533,1AJ5STBL2LJA,1
2020-01-10,jimp@icloud.com,18533,CWFHE36S1K5W,4
2020-01-10,sioft@inbox.com,81238,I3ZBF3KH9FT9,2
2020-01-10,bruo@yahoo.com,09601,9BOXME13LNO2,1
2020-01-10,bruo@yahoo.com,09601,CLPLEJBAO2ZA,1
2020-01-10,bruo@yahoo.com,09601,GJZ1T3LPKI2E,1
2020-01-10,brimp@hotmail.com,06208,QJW514GEFFIC,1
2020-01-10,brimp@hotmail.com,06208,6N4MI45IXZZF,5
2020-01-10,stai@live.com,08689,W6VARNZ2U4XG,1
2020-01-10,stai@live.com,08689,NN1623UJ59FF,2
2020-01-10,stai@live.com,08689,R0G9DT99APKF,2
2020-01-10,stai@live.com,08689,8LOS15I52XX8,2
2020-01-11,han@hotmail.com,02743,ICAOINJDW0N1,4
2020-01-11,trel@gmail.com,72836,5SF6FR7NHKM3,1
2020-01-11,skuch@mail.com,18334,R5YM2JYUU1JS,1
2020-01-11,skuch@mail.com,18334,UG5TJS5KE9PA,1
2020-01-11,skuch@mail.com,18334,NAFRRXY4TQQO,2
2020-01-11,weu@gmail.com,06002,02PYU5EE9NQ0,1
2020-01-11,sneu@gmail.com,45288,P2FTWC2O4SIC,1
2020-01-11,sneu@gmail.com,45288,RP7DIVWEBQJJ,3
2020-01-11,veo@gmail.com,61232,IMI5CEQXQ3MW,1
2020-01-11,broog@hotmail.com,21666,OORZNLH6VCDT,4
2020-01-11,wel@gmail.com,93026,JG6GGPY68ABH,1
2020-01-11,lut@gmail.com,82828,MQAACZ00KGWX,1
2020-01-11,lut@gmail.com,82828,MPEI6JOZ4NBQ,1
2020-01-11,lut@gmail.com,82828,97NZMEMYECNZ,1
2020-01-11,lut@gmail.com,82828,B2IV2K8SNIYV,3
2020-01-11,no@mail.com,78771,WUH1AM3ZKZWN,1
2020-01-11,no@mail.com,78771,JZC93IE3LT28,1
2020-01-11,zo@mail.com,29527,UB7XI3STVFBW,2
2020-01-11,zo@mail.com,29527,WJK7B28TPXY4,3
2020-01-11,swep@outlook.com,95906,KY3R09CRSG2L,1
2020-01-11,swep@outlook.com,95906,TM6BLWH4SVH3,2
2020-01-11,zu@aol.com,93189,3XQ7BXAF5GKG,3
2020-01-11,zu@aol.com,93189,UNZ8IO3L1CEH,1
2020-01-11,zu@aol.com,93189,AQ58Q5DHVIJE,3
2020-01-11,zu@aol.com,93189,01B0NVKV9TDT,3
2020-01-11,spu@mail.com,16527,APEFQ5XWMVF5,1
2020-01-11,spu@mail.com,16527,L0C5RKWHVJCH,1
2020-01-11,gliz@aol.com,21194,V7XIOIEBLIMT,4
2020-01-11,gliz@aol.com,21194,0Q66O2RBE89R,1
2020-01-11,gliz@aol.com,21194,GUL9KD6FCXPB,1
2020-01-11,gliz@aol.com,21194,V1CJRAX7JIDO,2
2020-01-11,gliz@aol.com,21194,Q67FHWLKHKFF,1
2020-01-11,gliz@aol.com,21194,T2HOF23ECASM,1
2020-01-11,stou@gmail.com,81238,X9AVXH7CP1RB,1
2020-01-11,snieh@mail.com,46798,S6MO86NVJDVK,1
2020-01-12,skift@yahoo.com,01549,O4BM3IAXXY1D,2
2020-01-12,skift@yahoo.com,01549,C006MGKTHDKH,2
2020-01-12,skift@yahoo.com,01549,V4C5VLTOTWXU,1
2020-01-12,cli@live.com,83364,Z0PXQ0SYCGW4,2
2020-01-12,gipt@aol.com,00258,K9ZZCV1AYZA1,2
2020-01-12,jei@live.com,25247,VYFKZ3B2M6CP,2
